,unique_id,title,description,price,Cluster ID
917,903,7.0 Cu. Ft. Super Capacity Electric Dryer - MED5900TW,,$479.00,124
918,904,Full Console Dishwasher with 4 Automatic Cycles - DU1055XTSB,,$378.29,-1
919,905,Pedistal for Duet Sport Electric Washer/Dryer - WHP1000SQ,,$174.29,-1
920,906,"Samsung PN63A650 - 63' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Touch of Color Design - PN63A650T",,"$3,448.00",269
921,907,Dlo 004-0107 Hybridshell(tm) For Iphone(tm) 3g,,,31
922,908,15' LCD HDTV/DVD Combo Black - 15LV505,,,265
923,909,Toshiba 22LV506 22' TV/DVD Combo,"21.9' - LCD - Active Matrix - ATSC, NTSC - 16:9 - 1680 x 1050 - - HDTV - DVD-R, DVD-RW, CD-R, CD-RW - 720p",,-1
924,910,Toshiba XD-E500 Upconversion DVD Player,"DVD-RW, CD-RW - DVD Video, CD-DA, JPEG, WMA, MP3, PCM Playback - Progressive Scan",$81.96,-1
925,911,Toshiba SD-V296 DVD/VCR Combo,"VHS, DVD-RW, CD-RW - DVD Video, Video CD, WMA, MP3, JPEG, DivX, SQPB Playback - 1 Disc(s) - Progressive Scan - Black",,258
926,912,Sony Cyber-shot DSC-W170 Digital Camera - Silver - DSCW170,10.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,,259
927,913,Jabra BT2070 Bluetooth Headset - 100-92070000-02,,,95
928,914,"Logitech diNovo Edge, Mac Edition - 920-000924",,,44
929,915,"Panasonic HD 3MOS 60GB Hard Disk Drive/SD Hybrid Camcorder with Advanced Optical Image Stabilizer, Leica Lens, 12x Optical Zoom, 2.7' Wide LCD and Records to Internal Hard Drive and SD Card - HDC-HS100K",,$911.96,-1
930,916,TomTom XL 330 S Portable GPS Sysytem - Text to Speech - 4.3' Touchscreen - 1EG0.052.01,,,67
931,917,SB-900 AF SPEEDLIGHT W/-STND DIFFSN DOME FLT SET - 4807,,$438.88,21
932,918,"Olympus Stylus 1050 SW 10 Megapixel Digital Camera w/ 3x optical zoom, 2.7' LCD, Waterproof, Shockproof & Freezeproof, Tap Control, & Face Detection - Black - 226455",,$228.95,-1
933,919,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480",,,-1
934,920,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,,,148
935,921,"Nikon COOLPIX S60 10 Megapixel Digital Camera w/ 5x Optical Zoom, Optical VR Image Stabilization, 3.5' High Res Touch Panel LCD, HD Pictmotion Slide Shows, & Autofocus and Auto Exposure - Pink - 26132",,$259.88,-1
936,922,Nikon Coolpix S610 Digital Camera - Midnight Black - 26125,10 Megapixel - 16:9 - 4x Optical Zoom - 4x Digital Zoom - 3' Active Matrix TFT Color LCD,,-1
937,923,"Nikon COOLPIX P6000 13 Megapixels Digital Camera w/ 4x Wide Angle Optical Zoom, 2.7' Hi-Res LCD, Optical VR Image Stabilization, Face Priority AF & TV Movies with Sound - Black - 26135",,,-1
938,924,"Nikon COOLPIX S710 14 Megapixel Digital Camera w/3.6x Optical Wide-Angle Zoom, 3' LCD, Smile Mode, In-Camera Red-Eye Fix - Black - 26127",,$307.77,-1
939,925,Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001,"Cyan, Magenta, Yellow",$19.37,154
940,926,Toshiba 32AV502 - 31.5' Widescreen 720p LCD HDTV w/ Cinespeed - Piano Black - 32av502u,,$579.00,273
941,927,Toshiba 26AV502U - 26' Widescreen 720p LCD HDTV - Piano Black,,,273
942,928,"TX-SR806B Receiver (7.1 Channels, 130 W/Channel, 0.08% THD, Supports 8 Devices) - TXSR806B",,$622.17,-1
943,929,"Garmin nuVi 275T - 3.5' GPS w/Text To Speech, Bluetooth, Where Am I?, Connect Photos - 010-00576-00",,$245.99,137
944,930,"Garmin nuVi 265WT - 4.3' Widescreen GPS w/Text to Speech, Bluetooth, Where Am I?, Connect Photos - 010-00575-10",,,137
945,931,"Garmin 265T - 3.5' GPS w/Bluetooth, Text To Speech, Where Am I?, Connect Photos - 010-00576-10",,$179.95,137
946,932,Garmin nvi 755T Automobile Navigator - 010-00715-30,4.3' Active Matrix TFT Color LCD,$364.99,46
947,933,Garmin AUTO NAV - 010-00715-20,,$410.95,46
948,934,Panasonic Lithium Ion Digital Camera Battery - CGR-S006A/1B,Lithium Ion (Li-Ion) - Photo Battery,$49.99,-1
949,935,Sony BRAVIA DAV-IS50/B Home Theater System,"DVD Player, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 450W RMS - Dolby Digital EX, Dolby Pro Logic, Dolby Pro Logic II",,228
950,936,iHome iH70SRC 15 Watt Computer Speakers with iPod Syncing/Charging Dock - IH70SRC,,,-1
951,937,iHome IP47BR Bluetooth Clock Radio & Speakerphone for iPhone & iPod - iP47BR,,,-1
952,938,Mosquito Magnet Defender Net (replacement),,,-1
953,939,Toshiba 40RV525U - 40' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,,$710.42,284
954,940,Toshiba 42RV535U - 42' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,,$789.98,284
955,941,Toshiba 52RV535U - 52' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,,,284
956,942,ELECTROLUX STICK VACUUM REPLACES EL1000A,,,6
957,943,SAMSUNG 4GB PORTABLE MLTIMDIA PLYR BLK - YPS-S3JAB/XAA,,$59.00,-1
958,944,BLUEANT BLUETOOTH HS DUAL MIC NIC - 091004,,$99.99,-1
959,945,Yamaha YAS-71 Front Surround System - YAS-71BL,,,-1
960,946,Canon PowerShot SX110 IS Digital Camera - Silver - 2666B001,"Canon PowerShot SX110 IS 9 Megapixel Digital Camera w/ 10x Optical Zoom, 3' LCD, ISO 1600, Optical Image Stabilizer - Silver",,264
961,947,Canon PowerShot A1000 IS Digital Camera - Gray - 3210B001,"Canon PowerShot A1000 IS 10 Megapixel Digital Camera w/ 4x Optical Zoom, 2.5 LCD, Optical Image Stabilizer, & Face Detection - Gray",,204
962,948,VMware Fusion 2 - VMFM20BX2,,,-1
963,949,Canon CLI-221 Black Ink Cartridge - 2946B001,Black,$11.99,158
964,950,Canon CLI-221 Gray Ink Cartridge - 2950B001,Gray,$11.99,158
965,951,Canon CLI-221 Yellow Ink Cartridge - 2949B001,Yellow,$11.99,158
966,952,Nikon D90 Digital SLR Camera with AF-S DX Nikkor 18-105mm f/3.5-5.6G ED VR Lens - 25448,"Nikon D90 12 Megapixel Digital SLR Camera w/ 3' LCD, Live View, 18-105mm Lens, 4.5 fps Burst & In-Camera Image Editing","$1,159.88",126
967,953,"Nikon D90 12 Megapixel Digital SLR Camera w/ 3' LCD, Live View, 4.5 fps Burst & In-Camera Image Editing - Body Only - 25446",,$899.95,-1
968,954,Canon PIXMA iP4600 Inkjet Color Photo Printer - 2909B002,,,148
969,955,Sony VAIO JS All-in-One Desktop - VGCJS130J/B,"Sony VAIO VGC-JS130J/B Desktop 20.1-Inch All-in-one PC -2.5 GHz Intel Pentium Dual-Core E5200 Processor, 4 GB RAM, 500 GB Hard Drive, Vista Premium - Black","$1,028.53",185
970,956,"LN52A860 52' LCD TV (Widescreen, 1920x1080, HDTV)",,"$2,499.99",-1
971,957,Samsung 9 Series LN55A950 55' LCD TV,"55' - ATSC, NTSC - 181 Channels - 16:9 - 1920 x 1080 - Surround - HDTV - 1080p","$4,049.98",-1
972,958,TiVo TCD658000 - HD XL Digital Video Recorder,,$544.07,99
973,959,Canon PIXMA MP620 Wireless Photo All-In-One Inkjet Printer - 2921B002,,,148
974,960,Canon PIXMA MP980 Wireless All-in-One Color Photo Inkjet Printer - 2922B002,,,148
975,961,Sony VAIO RT All-in-One Desktop - VGCRT150Y,"Sony VAIO RT150Y All In One Desktop Computer 2.66Ghz Intel Core 2 Quad 9400 Processor, 8GB RAM, 1TB Hard Drive, BD-RE Drive, NVIDIA GeForce 9600M GT, 25.5' WUXGA HD Display, Windows Vista Ultimate",,185
976,962,Sony VAIO LV All-in-One Desktop - VGCLV150J,"Sony VAIO VGC-LV150J Desktop 24-Inch All-in-One PC - 2.53 GHz Intel Core 2 Duo E7200 Processor, 4 GB RAM, 500 GB Hard Drive, Blu-ray Drive, Windows Vista Home Premium- Silver","$1,954.27",185
977,963,Sony VAIO AW110J/H Notebook - VGNAW110J/H,"Sony Vaio AW Series AW110JH Notebook 2.26GHz Intel Core 2 Duo P8400, 4GB RAM, 320GB Hard Drive, DVD +/- RW w/ Blu-ray Disc Support, Wireless 802.11a/b/g/n, NVIDIA GeForce 9300M, 18.4' XBRITE-ECO LCD Display, Webcam & Mic, Windows Vista Home Premium",,181
978,964,Canon VIXIA HG20 High Definition Camcorder - 3085B001AA,,$557.64,113
979,965,Canon VIXIA HG21 High Definition Camcorder - 2704B001AA,,$798.97,113
980,966,Canon DC310 Digital Camcorder - 2694B001,"Canon DC310 DVD Camcorder w/ 41x Advanced Zoom, Built-in Lens Cover, Image Stabilization, & Canon Exclusive- DIGIC DV II",$289.95,25
981,967,Sony ICF-S79W Weather Band Digital Shower Radio - ICFS79W,,$42.00,118
982,968,Sony DVP-NC800H/S DVD Player - DVP-NC800HS,"DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, JPEG, MP3, SVCD, Video CD Playback - 5 Disc(s) - Progressive Scan - Silver",$128.69,211
983,969,Sony BRAVIA M Series KDL-19M4000 19' LCD TV - kdl19m4000s,"19' - ATSC, NTSC - 16:9 - 1440 x 900 - Dolby - HDTV - 1080i, 1080p",$379.72,-1
984,970,GE GSD4000NWW Dishwasher with 5 Wash Cycles STD TUB ESTAR ( White) - gsd4000nww,,$313.29,75
985,971,GE GSD2400NWW Dishwasher with 5 Wash Cycles - gsd2400nww,,$272.01,75
986,972,4G Nano ToughSkin - Black - NN4-TS-BLK,,$18.58,-1
987,973,Sony VAIO CS110E/R Notebook - VGNCS110E/R,"Sony VAIO CS Series CS110E/R Notebook Intel Core 2 Duo T5800 2.0GHz, 3GB, 250GB HDD, 14.1' Widescreen, DVD+/-RW DL, Bluetooth, 802.11 a/b/g/n, Microsoft Vista Home Premium (Red)",$965.00,181
988,974,Samsung 9 Series LN46A950 46' LCD TV,"46' - ATSC, NTSC - 181 Channels - 16:9 - 1920 x 1080 - Surround - HDTV - 1080p","$2,699.98",-1
989,975,Onkyo TX-SR706 A/V Receiver - TXSR706B,"Dolby Digital Plus, Dolby TrueHD, DTS-HD, THX Select 2FM, AM, XM",$595.97,-1
990,976,Sony VAIO NS190J/S Notebook - VGNNS190J/S,"Sony VAIO NS Series NS190JS Notebook 2GHz Intel Core 2 Duo T5800, 4GB RAM, 250GB Hard Drive, DVD+/-R/RW w/ Blu Ray support, Wireless Link 5100AGN, Intel Graphics Media Accelerator 4500MHD, 15.4' WXGA LCD Display, Windows Vista Home Premium (Silver)",$949.99,181
991,977,Canon PowerShot SX10 IS Digital Camera - 2665B001,"Canon PowerShot SX10 IS 10 Megapixel Digital Camera w/ 20x Optical Zoom, 28mm Wide Lens, 2.5' LCD, Motion Detection, & Red Eye Correction",$339.88,213
992,978,Canon PowerShot SD880 IS Digital Camera - Silver - 3197B001,"Canon PowerShot SD880 IS 10 Megapixel Digital Camera w/ UA Lens, 4x Optical Zoom, 28mm Wide Lens, Optical Image Stabilizer, & PureColor II 3' LCD - Silver",$246.88,264
993,979,"Canon PowerShot SD990 IS 14 Megapixel Digital Camera w/ 3.7x Optical Zoom, UA Len, Face Detection, 2.5 LCD, & ISO 1600 - Black - 2669B001",,$299.88,232
994,980,"Canon PowerShot G10 14 Megapixel Digital Camera w/ 28mm Wide Lens, 5x Optical Zoom, 3' LCD, Face Detection & Red Eye Correction - 2663B001",,$409.88,232
995,981,Apple iPod Shuffle 1GB Flash MP3 Player - MB811LL/A,1GB Flash Memory - Pink,$49.00,175
996,982,"Nokia N96 Unlocked Phone - 16GB, 5MP Camera with Carl Zeiss Optics and Dual-LED Flash and Auto-Focus, Built-In GPS, WiFi, - 002G6Q3",,,-1
997,983,Belkin Folio for iPod touch - F8Z373,Leather - Black,$19.99,-1
998,984,Griffin 8245-IP2MGNFI Clarifi Protective case for Smartphone,Polycarbonate - Black,$18.99,76
999,985,"Samsung LN46A860 46' LCD TV (Widescreen, 1920x1080, 50000:1, HDTV)",,"$1,889.98",-1
1000,986,"Canon PowerShot SD990 IS 14 Megapixel Digital Camera w/ 3.7x Optical Zoom, UA Len, Face Detection, 2.5 LCD, & ISO 1600 - Silver - 3191B001",,$299.88,-1
1001,987,AppleCare for iPod touch or iPod classic - MB591LL/A,,$49.99,-1
1002,988,Apple iPod touch 32GB Flash Portable Media Player - MB533LL/A,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 32GB Flash Memory",$394.99,174
1003,989,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB562LL/A,"Audio Player, Video Player, Photo Viewer - 2.5' Color LCD - 120GB Hard Drive - Silver",$219.97,152
1004,990,Apple 8GB iPod nano Silver (4th Generation) - MB598LL/A,,$146.75,177
1005,991,Apple 8GB iPod nano Blue (4th Generation) - MB732LL/A,,$146.75,177
1006,992,Apple 8GB iPod nano Pink (4th Generation) - MB735LL/A,,$146.75,177
1007,993,Apple 8GB iPod nano Purple (4th Generation) - MB739LL/A,,$146.75,177
1008,994,Apple 8GB iPod nano Green (4th Generation) - MB745LL/A,,$139.88,177
1009,995,Apple iPod Classic 120GB Hard Drive Portable Media Player - MB565LL/A,"Audio Player, Video Player, Photo Viewer - 2.5' Color LCD - 120GB Hard Drive - Black",$219.97,152
1010,996,Apple 8GB iPod nano Black (4th Generation) - MB754LL/A,,$146.75,177
1011,997,Apple iPod nano 16GB Flash Portable Media Player - MB913LL/A,"Audio Player, Video Player, Photo Viewer - 2' Color LCD - 16GB Flash Memory - Green",$178.99,174
1012,998,Panasonic Lumix DMC-FZ28 Digital Camera - Black,"Panasonic DMC-FZ28K Lumix 10 Megapixel Digital Camera with 27mm LEICA DC VARIO-ELMARIT Lens, 18x Optical Zoom and Intelligent Auto Mode - Black",,247
1013,999,USB POWER ADAPTER ACCS - MB352LL/B,,,70
1014,1000,Belkin Switch-to-Mac Cable - F4U001,1 x USB - 1 x USB - 8ft - White,$21.80,-1
1015,1001,Apple iPod touch 8GB Flash Portable Media Player - MB528LLA,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 8GB Flash Memory",$229.00,174
1016,1002,Apple iPod touch 16GB Flash Portable Media Player - MB531LLA,"Audio Player, Video Player, Photo Viewer - 3.5' Color LCD - 16GB Flash Memory",$309.99,174
1017,1003,"Canon EOS 50D 15 Megapixel SLR Digital Camera with Live View & Face Detection, 3' LCD, 6.3fps & DIGIC 4 Image Processor - Body Only - 2807B006",,"$1,127.95",114
1018,1004,"Canon EOS 50D 15 Megapixel SLR Digital Camera w/28-135MM IS USM Lens, Live View & Face Detection, 3' LCD, 6.3fps, DIGIC 4 Image Processor & HDMI output - 2807B005",,"$1,301.30",114
1019,1005,Coby Electronics TF-TV1514 15' LCD TV,"15' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1280 x 800 - HDTV",$149.99,246
1020,1006,"LG 42PG20 - 42' Widescreen 720p Plasma HDTV - 20,000:1 Dynamic Contrast Ratio",,,269
1021,1007,SONY 42IN BRAVIA LCD V-SERIES 1080P HDTV - KDL42V4100,,"$1,098.72",-1
1022,1008,Sony DPFD80 Digital Photo Frame,Photo Viewer - 8' LCD,,117
1023,1009,Transcend 2.5 Solid State Disk (SSD) 128GB SATA MLC with Build-In ECC - TS128GSSD25S-M,,,-1
1024,1010,VholdR 2200 Mount Adhesive (Black),,,3
1025,1011,Denon AVR2809CI A/V Receiver,"Dolby Pro Logic IIx, Dolby Digital EX, DTS-ES Discrete, DTS-ES Matrix, DTS Neo:6, Dolby TrueHD, Dolby Digital Plus, Neural SurroundAM, FM","$1,198.00",-1
1026,1012,"TH-58PZ850U 58' Plasma TV (Widescreen, 1920x1080, 30,000:1, HDTV) - TH58PZ850U",,"$2,999.97",-1
1027,1013,MOTOROLA T305 BLUETOOTH VISOR SPEAKER PHONE CAR KIT - RETAIL - 89082J,,$46.93,30
1028,1014,Aliph Jawbone 2 Silver Bluetooth Headset - Retail - 84442VRP,,$89.99,-1
1029,1015,"Sony VAIO CS Series VGN-CS180J/W 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- White - VGNCS180J/W",,"$1,219.00",184
1030,1016,Sony VAIO CS180J/Q Notebook - VGNCS180J/Q,"Sony VAIO CS Series VGN-CS180J/Q 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Black","$1,239.97",184
1031,1017,Sony VAIO CS180J/P Notebook - VGNCS180J/P,"Sony VAIO CS Series VGN-CS180J/P 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Pink","$1,199.99",184
1032,1018,"Sony VAIO CS Series VGN-CS180J/R 14.1-Inch Notebook 2.26 GHz Intel Core 2 Duo P8400 Processor, 4 GB RAM, 320 GB Hard Drive, Blu-ray Drive, Vista Home Premium- Red - VGNCS180J/R",,,-1
1033,1019,SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2BLK,,$80.25,129
1034,1020,SONY IPOD/PHONE DOCK CLOCK RADIO BLACK NIC - ICFC1IPMK2WHI,,$61.42,129
1035,1021,IH9B6R BLACK ALARM CLOCK F/IPODPERPCHARGES DOCKED IPOD REMOTE CONTROL,,,-1
1036,1022,Sony BDV-IS1000 Blu-ray Disc Home-Theater System - Precision Cinema HD via HDMI upscaler / BRAVIA Theatre Sync direct key / x.v.Color / XMB Xross Media Bar / 800Hz Cutoff Frequency,,,-1
1037,1023,Apple MacBook Notebook - MB467LLA,"Intel Core 2 Duo 2.4GHz - 13.3' WXGA - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$1,549.99",85
1038,1024,VholdR Wearable Camcorder (Black) - 1102,,,3
1039,1025,Sharp AQUOS BD-HP21U Blu-ray Disc Player,"BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, JPEG, CD-DA, MPEG-2, VC-1, AC3, LPCM Playback - Progressive Scan",$218.63,224
1040,1026,Sharp AQUOS BD-HP50U Blu-ray Disc Player,"BD-RE, DVD+RW, DVD-RW, CD-RW - BD Video, DVD Video, CD-DA, JPEG, VC-1, MPEG-2, AC3, LPCM Playback - Progressive Scan",$266.96,224
1041,1027,Sharp LC-52D85U - 52' Widescreen 1080p LCD HDTV - 120Hz - 4ms Response Time,,"$1,648.72",-1
1042,1028,Battery and Bag Bundle for Panasonic Camcorders - VBG-VBB1STRKIT,,,3
1043,1029,Sharp AQUOS LC-42D85U 42' LCD TV,"42' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV - 1080p","$1,076.65",235
1044,1030,Escort Passport 9500ix Radar/Laser Detector,,$439.99,26
1045,1031,KITCHENAID KPFP850OB - Food Processor,,,-1
1046,1032,Chestnut Hill CHS40001 Chestnut Hill George Ipod Dock Compact Stereo System,,$499.00,-1
1047,1033,Escort 9500CI Escort GPS Radar Detector,,"$1,475.99",26
1048,1034,Sony ICD-B600 512MB Digital Voice Recorder - ICDB600,512MB Flash Memory - LCD - Portable,$30.45,171
1049,1035,Canon PSC-4000 Deluxe Leather Case N - 3528B001,,$35.99,251
1050,1036,Canon CLI-221 Color Ink 4-Pack (Black/ Cyan/ Magenta/ Yellow) - 2946B004,,$44.99,158
1051,1037,Sony BRAVIA VPL-HW10 Digital Projector - VPLHW10,1920 x 1080 - 22.05lb,,-1
1052,1038,Apple MacBook Pro Notebook - MB471LL/A,"Intel Core 2 Duo 2.53GHz - 15.4' WXGA+ - 4GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$2,369.00",85
1053,1039,Altec Lansing IMT702 inMotion MAX Portable Speaker System for iPhone,,$133.96,66
1054,1040,Transcend 8GB microSDHC Card - Class 6 - TS8GUSDHC6,,$14.95,168
1055,1041,Flip Video MinoHD 60 min Black - F460B,,$232.50,-1
1056,1042,Samsung BDP2500 - BD-P2500,,$301.05,-1
1057,1043,Denon DVD-1800BD Blu-ray Disc Player,"BD-R, DVD-R, CD-R, Secure Digital (SD) - BD Video, DVD Video, WMA, MP3, DivX 6, JPG Playback - Progressive Scan",$499.00,225
1058,1044,Canon EOS 5D Mark II Digital SLR Camera - 2764B003,21.1 Megapixel - 16:9 - 3' Active Matrix TFT Color LCD,"$3,699.99",-1
1059,1045,Canon Rebel XSi/XS Starter Kit - 9320A009,,$69.99,-1
1060,1046,Onkyo TX-SR876 A/V Receiver - TXSR876B,"Dolby Digital, Dolby TrueHD, DTS-HD, Dolby Digital EX, Dolby Digital Plus, Dolby Pro Logic II, Dolby TrueHD, DTS, DTS-ES, DTS Neo:6, THX Surround EX, THX Select 2FM, AM","$1,077.98",250
1061,1047,Onkyo TX-NR906 A/V Receiver - TXNR906B,"THX Ultra 2, Dolby Digital Plus, Dolby TrueHD, DTS-HD, Neural SurroundFM, AM","$1,497.99",-1
1062,1048,Denon DM37SBK - D-M37SBK,,$288.76,-1
1063,1049,Onkyo TX-8255 A/V Receiver,"AM, FM",$159.98,250
1064,1050,Denon DHT-589BA Home Theater System,", A/V Receiver, 5.1 Speakers - Dolby Pro Logic II, DTS",$448.80,215
1065,1051,LG 42LG30 42' LCD TV,"LG 42LG30 42' LCD HDTV - 12,000:1 Dynamic Contrast Ratio - Invisible Speaker",,-1
1066,1052,Apple 8x DVDRW Drive - MB397G/A,(Double-layer) - DVD-RAM/R/RW - 8x 8x 8x (DVD) - 24x 16x 24x (CD) - USB - External,$95.71,-1
1067,1053,Apple MacBook Pro Notebook - MB470LL/A,"Intel Core 2 Duo 2.4GHz - 15.4' WXGA+ - 2GB DDR3 SDRAM - 250GB HDD - DVD-Writer (DVDR/RW) - Gigabit Ethernet, Wi-Fi, Bluetooth - Mac OS X 10.5 Leopard","$1,849.00",85
1068,1054,Apple iPod nano Armband - MB769G/A,Grey,$29.00,-1
1069,1055,Polk Audio I-Sonic ES2 Entertainment System 2 AM/FM and HD Table Radio - AM1195-A,,$336.71,-1
1070,1056,Samsung SBH500 Stereo Bluetooth Headset,,$49.72,97
1071,1057,Sony DPFD100 Digital Photo Frame,Photo Viewer - 10' LCD,$249.12,117
1072,1058,Danby DBC2760BLS 5.0 cu.ft beverage center / 27 bottle wine cooler,,"$1,000.00",-1
1073,1059,Danby DDW497W Countertop Dishwasher,,$247.05,71
1074,1060,Sony XDR-S10HDiP Clock Radio with iPod Dock - XDRS10HDIP,LCD,$149.95,129
1075,1061,Panasonic Kx-tg9391t Dect 6.0 Two-line Corded/cordless Phone Combo - KX-TG9391T,,$149.72,-1
1076,1062,Sony BRAVIA XBR Series KDL-46XBR6 46' LCD TV - KDL46XBR6,"46' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p","$1,977.72",272
1077,1063,Sony BRAVIA XBR Series KDL-52XBR6 52' LCD TV - KDL52XBR6,"52' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 480i, 480p, 720p, 1080i, 1080p","$2,573.72",272
1078,1064,Audiovox DPF701 7-Inch Acrylic Digital Picture Frame,,$41.40,-1
1079,1065,PAN NN-TK903S MICROWAVE OVEN .08 CU. FT.,,,-1
1080,1066,Sony VAIO LV140J Desktop - VGC-LV140J,"Intel Core 2 Duo E7200 2.53GHz - 4GB DDR2 SDRAM - 320GB - DVD-Writer (DVD-RAM/R/RW) - Gigabit Ethernet, Bluetooth, Wi-Fi - 24' Active Matrix TFT Color LCD - Windows Vista Home Premium x64 - All-in-One","$1,599.99",-1
1081,1067,Simpletech 2GB SD Card - 3505B001AA,,$12.88,155
1082,1068,Garmin 010-00577-30 Nvi(r) 885t Travel Assistant,,,-1
1083,1092,Samsung LN32A450 32' 720p LCD HDTV,,,293
1084,1069,Maytag MDB7851AWB Full Console Dishwasher (Black),,,72
1085,1070,Whirlpool DU1100XTPS 24' Undercounter Dishwasher (Stainless Steel),,$537.29,-1
1086,1071,Canon XH A1S - 3238B001,,"$3,999.00",-1
1087,1072,Sony VAIO FW378J/B Notebook - VGNFW378J/B,"Intel Centrino 2 Core 2 Duo P8600 2.4GHz - 16.4' - 4GB DDR2 SDRAM - 320GB HDD - BD-Reader/DVD-Writer (BD-ROM/DVD-RAM/R/RW) - Wi-Fi, Gigabit Ethernet, Bluetooth - Windows Vista Home Premium x64 - Black",,181
1088,1073,Sennheiser CX380 Sennheiser CX 380 Sport II Grey/Orange,,,-1
1089,1074,IWORK 09 RETAIL-INT DVD - MB942Z/A,,,11
1090,1075,IWORK 09 FAMILY PACK-INT DVD - MB943Z/A,,,11
1091,1076,CASE MATE CARBON FIBER IPHONE 3G CASE BLACK - IPH3GC-BCF,,$28.08,-1
